product_id,url_hash,source,scraped_at,product_name,product_url,short_description,full_description,category,text_for_labeling,seamless,fabric_softness,wool_present,texture_level,pressure_level,adaptive_or_sensory_claim,seamless_evidence,fabric_softness_evidence,wool_evidence,texture_evidence,pressure_evidence,adaptive_claim_evidence,labeler,label_status,review_notes
31,c58057a1daf1,sensoryfair.com,,TOPARCHERY Sensory Compression Vest Deep Pressure Vest Soft Breathable Form-Fitting,https://sensoryfair.com/product/sensory-compression-vest-sensory-processing-disorder-vest-deep-pressure-comfort-for-autism-hyperactivity-mood-processing-disorders-medium-17-x-30/,"Deep Pressure Sensory Support – This compression vest for autism and sensory processing disorders creates a warm, supportive hug for their who struggle with focus, stress, or anxiety. NO WEIGHT is USED — instead a deep pressure is applied to the body by the tight wrapping of the vest around the body. Challenging and sensory seeking behaviours are often reduced with the application of deep pressure.Anxiety and distress can be reduced by lowering the heart rate, calming breathing Soothing, Comforting Compression – The therapeutic pressure applied to the body is designed to help you stay more engaged and focused when things seem overwhelming or emotions run high Hook-and-Loop Adjustability – Designed to fit your torso comfortably, the smart design lets you adjust the fit to give you smooth, even pressure across the shoulders, chest, and stomach for a full upper-body hug.","Deep Pressure Sensory Support – This compression vest for autism and sensory processing disorders creates a warm, supportive hug for their who struggle with focus, stress, or anxiety. NO WEIGHT is USED — instead a deep pressure is applied to the body by the tight wrapping of the vest around the body. Challenging and sensory seeking behaviours are often reduced with the application of deep pressure.Anxiety and distress can be reduced by lowering the heart rate, calming breathing Soothing, Comforting Compression – The therapeutic pressure applied to the body is designed to help you stay more engaged and focused when things seem overwhelming or emotions run high Hook-and-Loop Adjustability – Designed to fit your torso comfortably, the smart design lets you adjust the fit to give you smooth, even pressure across the shoulders, chest, and stomach for a full upper-body hug. Breathable, Flexible – Each compress vest provides the perfect balance of weight and comfort to make it easier to wear over or under clothing without limiting mobility, balance, or regular movement. Kid Friendly Wearable – The perfect compression vest for kids, we offer 2 sizes(Small: 14inch * 24 inch, Medium:17inch*30inch); Please choose the best size , if you don’t know which one will suit for their, you can refer the pictures compare with the size that you measure their(Shoulder to Waist and Chest Measurements).",,"product_name: TOPARCHERY Sensory Compression Vest Deep Pressure Vest Soft Breathable Form-Fitting
short_description: Deep Pressure Sensory Support – This compression vest for autism and sensory processing disorders creates a warm, supportive hug for their who struggle with focus, stress, or anxiety. NO WEIGHT is USED — instead a deep pressure is applied to the body by the tight wrapping of the vest around the body. Challenging and sensory seeking behaviours are often reduced with the application of deep pressure.Anxiety and distress can be reduced by lowering the heart rate, calming breathing Soothing, Comforting Compression – The therapeutic pressure applied to the body is designed to help you stay more engaged and focused when things seem overwhelming or emotions run high Hook-and-Loop Adjustability – Designed to fit your torso comfortably, the smart design lets you adjust the fit to give you smooth, even pressure across the shoulders, chest, and stomach for a full upper-body hug.
full_description: Deep Pressure Sensory Support – This compression vest for autism and sensory processing disorders creates a warm, supportive hug for their who struggle with focus, stress, or anxiety. NO WEIGHT is USED — instead a deep pressure is applied to the body by the tight wrapping of the vest around the body. Challenging and sensory seeking behaviours are often reduced with the application of deep pressure.Anxiety and distress can be reduced by lowering the heart rate, calming breathing Soothing, Comforting Compression – The therapeutic pressure applied to the body is designed to help you stay more engaged and focused when things seem overwhelming or emotions run high Hook-and-Loop Adjustability – Designed to fit your torso comfortably, the smart design lets you adjust the fit to give you smooth, even pressure across the shoulders, chest, and stomach for a full upper-body hug. Breathable, Flexible – Each compress vest provides the perfect balance of weight and comfort to make it easier to wear over or under clothing without limiting mobility, balance, or regular movement. Kid Friendly Wearable – The perfect compression vest for kids, we offer 2 sizes(Small: 14inch * 24 inch, Medium:17inch*30inch); Please choose the best size , if you don’t know which one will suit for their, you can refer the pictures compare with the size that you measure their(Shoulder to Waist and Chest Measurements).",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
32,c1c8d74d18e5,sensoryfair.com,,"Sensory Sock,Small,3-5 Years, White Space Full Body Sock Provides Deep Pressure Input Sensory Toys for Autistic Children Perfect for Children with Sensory Processing Disorde",https://sensoryfair.com/product/sensory-sock-body-socksmall3-5-years-white-space-full-body-sock-provides-deep-pressure-input-sensory-toys-for-autistic-children-perfect-for-children-with-sensory-processing-disorde/,"Choose a high-quality sensory sock made from premium fabric for your kids to ensure a comfortable and skin-friendly experience. This sock is lightweight and portable, so you can take it with you wherever you go! Our Dynamic Movement Sensory Sock comes in four sizes: Small (40”LX27”W), Medium (47”LX27”W), Large (56”LX28”W), and X-Large (69”LX28”W). You can select the appropriate size based on your child’s height. Sensory full-body socks offer a fun and alternative way to provide sensory experiences to the body. They can help increase body awareness, promote calmness, focus, and relaxation, making them ideal for children with ADHD, autism, or other spatial sensory challenges.","Choose a high-quality sensory sock made from premium fabric for your kids to ensure a comfortable and skin-friendly experience. This sock is lightweight and portable, so you can take it with you wherever you go! Our Dynamic Movement Sensory Sock comes in four sizes: Small (40”LX27”W), Medium (47”LX27”W), Large (56”LX28”W), and X-Large (69”LX28”W). You can select the appropriate size based on your child’s height. Sensory full-body socks offer a fun and alternative way to provide sensory experiences to the body. They can help increase body awareness, promote calmness, focus, and relaxation, making them ideal for children with ADHD, autism, or other spatial sensory challenges. Using sensory body socks can assist children in regaining a sense of balance and clarity when they feel overwhelmed. When inside the sock, children receive tactile items for therapeutic play, as well as proprioceptive and deep pressure input. These sensory inputs can have a calming and regulating effect, providing a compression sensation and deep pressure therapy. This charming and amazing body sock is excellent for tactile stimulation, sensory integration, understanding body boundaries, and self-expression. It is a must-have for home, clinic, or school-based sensory programs. The sock is suitable for children with sensory processing disorder (SPD), ADHD, autism, as well as typical children who enjoy the comforting feeling of a “hug”.",,"product_name: Sensory Sock,Small,3-5 Years, White Space Full Body Sock Provides Deep Pressure Input Sensory Toys for Autistic Children Perfect for Children with Sensory Processing Disorde
short_description: Choose a high-quality sensory sock made from premium fabric for your kids to ensure a comfortable and skin-friendly experience. This sock is lightweight and portable, so you can take it with you wherever you go! Our Dynamic Movement Sensory Sock comes in four sizes: Small (40”LX27”W), Medium (47”LX27”W), Large (56”LX28”W), and X-Large (69”LX28”W). You can select the appropriate size based on your child’s height. Sensory full-body socks offer a fun and alternative way to provide sensory experiences to the body. They can help increase body awareness, promote calmness, focus, and relaxation, making them ideal for children with ADHD, autism, or other spatial sensory challenges.
full_description: Choose a high-quality sensory sock made from premium fabric for your kids to ensure a comfortable and skin-friendly experience. This sock is lightweight and portable, so you can take it with you wherever you go! Our Dynamic Movement Sensory Sock comes in four sizes: Small (40”LX27”W), Medium (47”LX27”W), Large (56”LX28”W), and X-Large (69”LX28”W). You can select the appropriate size based on your child’s height. Sensory full-body socks offer a fun and alternative way to provide sensory experiences to the body. They can help increase body awareness, promote calmness, focus, and relaxation, making them ideal for children with ADHD, autism, or other spatial sensory challenges. Using sensory body socks can assist children in regaining a sense of balance and clarity when they feel overwhelmed. When inside the sock, children receive tactile items for therapeutic play, as well as proprioceptive and deep pressure input. These sensory inputs can have a calming and regulating effect, providing a compression sensation and deep pressure therapy. This charming and amazing body sock is excellent for tactile stimulation, sensory integration, understanding body boundaries, and self-expression. It is a must-have for home, clinic, or school-based sensory programs. The sock is suitable for children with sensory processing disorder (SPD), ADHD, autism, as well as typical children who enjoy the comforting feeling of a “hug”.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
33,fddee343d814,sensoryfair.com,,Silvert’s Adaptive Clothing & Footwear Men’s Open Back Henley Nightgown,https://sensoryfair.com/product/silverts-adaptive-clothing-footwear-mens-open-back-henley-nightgown/,,,,product_name: Silvert’s Adaptive Clothing & Footwear Men’s Open Back Henley Nightgown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
34,f23d9c9a19e3,sensoryfair.com,,Silvert’s Adaptive Clothing & Footwear Women’s Open Back Active Capri Pant,https://sensoryfair.com/product/silverts-adaptive-clothing-footwear-womens-open-back-active-capri-pant/,,,,product_name: Silvert’s Adaptive Clothing & Footwear Women’s Open Back Active Capri Pant,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
35,117fc7ab37bf,sensoryfair.com,,Silvert’s Adaptive Clothing & Footwear Women’s Soft Stretch Pull-On Pant,https://sensoryfair.com/product/silverts-adaptive-clothing-footwear-womens-soft-stretch-pull-on-pant/,,"PRODUCT FEATURES Elastic Waist: Stretchy pant waistband for ease of dressing and comfort Easy Grip: 2 easy grips, 1 on each inner side of the waistband for easy pull on and off Adjustable Hems: A button and loop on each inner side of the pant leg can shorten the length by 2 inches. Convenient Pockets: Handy pockets to store belongings FABRIC & CARE Fabric Content: 81% Polyester/ 16% Rayon/ 3% Spandex Fabric Description: A super soft brushed knit that feels decadent against sensitive skin ADDITIONAL INFORMATION The Women’s Soft Stretch Pull-On Pants are perfect for both self and assisted dressing. Engineered with discreet easy-grips at the waistband, these pants ensure effortless on and off for individuals with arthritis or reduced hand dexterity. Featuring convenient pockets, these elastic waist pants for women seamlessly blend style with the comfort reminiscent of a pair of pyjamas.",,"product_name: Silvert’s Adaptive Clothing & Footwear Women’s Soft Stretch Pull-On Pant
full_description: PRODUCT FEATURES Elastic Waist: Stretchy pant waistband for ease of dressing and comfort Easy Grip: 2 easy grips, 1 on each inner side of the waistband for easy pull on and off Adjustable Hems: A button and loop on each inner side of the pant leg can shorten the length by 2 inches. Convenient Pockets: Handy pockets to store belongings FABRIC & CARE Fabric Content: 81% Polyester/ 16% Rayon/ 3% Spandex Fabric Description: A super soft brushed knit that feels decadent against sensitive skin ADDITIONAL INFORMATION The Women’s Soft Stretch Pull-On Pants are perfect for both self and assisted dressing. Engineered with discreet easy-grips at the waistband, these pants ensure effortless on and off for individuals with arthritis or reduced hand dexterity. Featuring convenient pockets, these elastic waist pants for women seamlessly blend style with the comfort reminiscent of a pair of pyjamas.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
36,8dcf21ebc94d,sensoryfair.com,,"Silverts Front Closure Bra – Comfortable Adaptive Front Clasp Bra for Elderly – Wide Straps, Underwire & Padding Free",https://sensoryfair.com/product/silverts-front-closure-bra-comfortable-adaptive-front-clasp-bra-for-elderly-wide-straps-underwire-padding-free/,,,,"product_name: Silverts Front Closure Bra – Comfortable Adaptive Front Clasp Bra for Elderly – Wide Straps, Underwire & Padding Free",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
37,c061d65aec12,sensoryfair.com,,"Silverts Open-Back Hospital Gowns for Women – Comfortable, Dignified, Easy Dressing for Seniors & Patients – 100% Cotton",https://sensoryfair.com/product/silverts-open-back-hospital-gowns-for-women-comfortable-dignified-easy-dressing-for-seniors-patients-100-cotton/,,,,"product_name: Silverts Open-Back Hospital Gowns for Women – Comfortable, Dignified, Easy Dressing for Seniors & Patients – 100% Cotton",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
38,4c35dd1ad586,sensoryfair.com,,"Silverts Open-Back Hospital Gowns for Women – Comfortable, Dignified, Easy Dressing for Seniors & Patients – Embroidered",https://sensoryfair.com/product/silverts-open-back-hospital-gowns-for-women-comfortable-dignified-easy-dressing-for-seniors-patients-embroidered/,,,,"product_name: Silverts Open-Back Hospital Gowns for Women – Comfortable, Dignified, Easy Dressing for Seniors & Patients – Embroidered",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
39,097887d11760,sensoryfair.com,,"Silverts Open-Back Hospital Gowns for Women – Comfortable, Dignified, Easy Dressing for Seniors & Patients – Long Sleeve",https://sensoryfair.com/product/silverts-open-back-hospital-gowns-for-women-comfortable-dignified-easy-dressing-for-seniors-patients-long-sleeve/,,"Silverts Adaptive Open Back Nightgowns combine comfort, dignity, and practicality for women needing specialized sleepwear. These thoughtfully designed gowns for bedridden women feature an innovative open-back design that makes dressing and undressing easier for both caregivers and wearers while maintaining modesty. They are Designed as easy clothes for elderly Available in both long sleeve and short sleeve styles, these nightgowns are perfect for home care, hospital stays, or assisted living environments. The collection includes flannel styles, providing extra warmth and comfort during cooler months, as well as lighter cotton options for year-round wear. As leaders in adult adaptive clothing, Silverts understands that adaptive elderly clothing must balance functionality with style. These open back nightgowns for women come in various attractive patterns and colors, proving that cute gowns for women can be both practical and fashionable. The gowns for women with snaps feature high-quality closures that are easy to manipulate yet secure enough to stay in place. These adaptive nightgowns for women are specifically designed as ladies gowns for elderly residents who may have limited mobility or require assistance with dressing. The hospital gowns for elderly women tie back securely while being gentle on sensitive skin. For those requiring long-term care, the long sleeve hospital gowns for elderly women open back design provides full coverage while allowing easy access for medical care and personal hygiene. These hospital nightgowns for women and adaptive clothing for elderly are made from soft, durable fabrics that stand up to frequent washing while maintaining their shape and comfort. Whether used as hospital gowns for elderly women tie back style or as snap nightgowns for women, these adaptive gowns represent the perfect blend of functionality and comfort.",,"product_name: Silverts Open-Back Hospital Gowns for Women – Comfortable, Dignified, Easy Dressing for Seniors & Patients – Long Sleeve
full_description: Silverts Adaptive Open Back Nightgowns combine comfort, dignity, and practicality for women needing specialized sleepwear. These thoughtfully designed gowns for bedridden women feature an innovative open-back design that makes dressing and undressing easier for both caregivers and wearers while maintaining modesty. They are Designed as easy clothes for elderly Available in both long sleeve and short sleeve styles, these nightgowns are perfect for home care, hospital stays, or assisted living environments. The collection includes flannel styles, providing extra warmth and comfort during cooler months, as well as lighter cotton options for year-round wear. As leaders in adult adaptive clothing, Silverts understands that adaptive elderly clothing must balance functionality with style. These open back nightgowns for women come in various attractive patterns and colors, proving that cute gowns for women can be both practical and fashionable. The gowns for women with snaps feature high-quality closures that are easy to manipulate yet secure enough to stay in place. These adaptive nightgowns for women are specifically designed as ladies gowns for elderly residents who may have limited mobility or require assistance with dressing. The hospital gowns for elderly women tie back securely while being gentle on sensitive skin. For those requiring long-term care, the long sleeve hospital gowns for elderly women open back design provides full coverage while allowing easy access for medical care and personal hygiene. These hospital nightgowns for women and adaptive clothing for elderly are made from soft, durable fabrics that stand up to frequent washing while maintaining their shape and comfort. Whether used as hospital gowns for elderly women tie back style or as snap nightgowns for women, these adaptive gowns represent the perfect blend of functionality and comfort.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
40,e4fab2c3c695,sensoryfair.com,,"Silverts Open-Back Hospital Gowns for Women – Comfortable, Easy Dressing for Seniors & Patients – Lace Trim 2/3 Sleeve",https://sensoryfair.com/product/silverts-open-back-hospital-gowns-for-women-comfortable-easy-dressing-for-seniors-patients-lace-trim-2-3-sleeve/,,,,"product_name: Silverts Open-Back Hospital Gowns for Women – Comfortable, Easy Dressing for Seniors & Patients – Lace Trim 2/3 Sleeve",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
41,ee2e432a13c0,sensoryfair.com,,"Silverts Open-Back Hospital Gowns for Women – Comfortable, Easy Dressing for Seniors & Patients – Milk Silk Lace 2/3 Sleeve",https://sensoryfair.com/product/silverts-open-back-hospital-gowns-for-women-comfortable-easy-dressing-for-seniors-patients-milk-silk-lace-2-3-sleeve/,,,,"product_name: Silverts Open-Back Hospital Gowns for Women – Comfortable, Easy Dressing for Seniors & Patients – Milk Silk Lace 2/3 Sleeve",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
42,5203f61fe45b,sensoryfair.com,,Silverts Unisex Tear Away Post Surgery Pants – Breakaway Rip Off Side Snap Clothing – Recovery Adaptive Wear for Elderly,https://sensoryfair.com/product/silverts-unisex-tear-away-post-surgery-pants-breakaway-rip-off-side-snap-clothing-recovery-adaptive-wear-for-elderly/,,,,product_name: Silverts Unisex Tear Away Post Surgery Pants – Breakaway Rip Off Side Snap Clothing – Recovery Adaptive Wear for Elderly,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
43,bb05580a6a80,sensoryfair.com,,Silverts Women’s No Peek Hospital & Home Care Gown,https://sensoryfair.com/product/silverts-womens-no-peek-hospital-home-care-gown/,,,,product_name: Silverts Women’s No Peek Hospital & Home Care Gown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
44,45af613ff669,sensoryfair.com,,Silverts Women’s Open Back Vneck Embellished Top – Adaptive Clothes for Elderly Seniors – Wheelchair Surgery Recovery Shirt,https://sensoryfair.com/product/silverts-womens-open-back-vneck-embellished-top-adaptive-clothes-for-elderly-seniors-wheelchair-surgery-recovery-shirt/,,,,product_name: Silverts Women’s Open Back Vneck Embellished Top – Adaptive Clothes for Elderly Seniors – Wheelchair Surgery Recovery Shirt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
45,51ec781dcd95,sensoryfair.com,,"Special Kids Adaptive Clothing Dungarees, Scratch Sleeves Button Back Ankle Length Footless Dungarees, Soft Woven Cotton",https://sensoryfair.com/product/special-kids-adaptive-clothing-dungarees-scratch-sleeves-button-back-ankle-length-footless-dungarees-soft-woven-cotton/,,,,"product_name: Special Kids Adaptive Clothing Dungarees, Scratch Sleeves Button Back Ankle Length Footless Dungarees, Soft Woven Cotton",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
46,f4d3dbad7adb,sensoryfair.com,,"Special Kids Adaptive Clothing For Children & Adults With Special Needs, Short Sleeve Bodysuit",https://sensoryfair.com/product/special-kids-adaptive-clothing-for-children-adults-with-special-needs-short-sleeve-bodysuit/,,,,"product_name: Special Kids Adaptive Clothing For Children & Adults With Special Needs, Short Sleeve Bodysuit",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
47,ca2702dc6e7d,sensoryfair.com,,"Special Supplies Sensory Compression Vest Deep Pressure Comfort (Blue, Meduim)",https://sensoryfair.com/product/special-supplies-sensory-compression-vest-deep-pressure-comfort-blue-meduim/,"Home, Travel, and Classroom Use – Our versatile sensory vest can be worn wherever and whenever your child needs to calm down or feel more in control, including on long car rides, in class with friends or teachers, or out running errands Soft, Breathable, and Supportive – Designed to wrap comfortably over the shoulders and around the midsection our vest for kids lets them move, play, and experience life with natural mobility while staying cool and relaxed on the go Calming, Therapeutic Sensory Vest – This compression vest for kids with sensory issues helps relieve stress, anxiety, and overwhelming emotions caused by ADHD or autism, so your child can feel more focused, calm, and relaxed around others","Home, Travel, and Classroom Use – Our versatile sensory vest can be worn wherever and whenever your child needs to calm down or feel more in control, including on long car rides, in class with friends or teachers, or out running errands Soft, Breathable, and Supportive – Designed to wrap comfortably over the shoulders and around the midsection our vest for kids lets them move, play, and experience life with natural mobility while staying cool and relaxed on the go Calming, Therapeutic Sensory Vest – This compression vest for kids with sensory issues helps relieve stress, anxiety, and overwhelming emotions caused by ADHD or autism, so your child can feel more focused, calm, and relaxed around others Supporting Kids of All Sizes – Special Supplies sensory compression vests come in five versatile sizes to fit your growing child including X-Small, Small, Medium, and Large; All in a gender-neutral Navy for boys or girls",,"product_name: Special Supplies Sensory Compression Vest Deep Pressure Comfort (Blue, Meduim)
short_description: Home, Travel, and Classroom Use – Our versatile sensory vest can be worn wherever and whenever your child needs to calm down or feel more in control, including on long car rides, in class with friends or teachers, or out running errands Soft, Breathable, and Supportive – Designed to wrap comfortably over the shoulders and around the midsection our vest for kids lets them move, play, and experience life with natural mobility while staying cool and relaxed on the go Calming, Therapeutic Sensory Vest – This compression vest for kids with sensory issues helps relieve stress, anxiety, and overwhelming emotions caused by ADHD or autism, so your child can feel more focused, calm, and relaxed around others
full_description: Home, Travel, and Classroom Use – Our versatile sensory vest can be worn wherever and whenever your child needs to calm down or feel more in control, including on long car rides, in class with friends or teachers, or out running errands Soft, Breathable, and Supportive – Designed to wrap comfortably over the shoulders and around the midsection our vest for kids lets them move, play, and experience life with natural mobility while staying cool and relaxed on the go Calming, Therapeutic Sensory Vest – This compression vest for kids with sensory issues helps relieve stress, anxiety, and overwhelming emotions caused by ADHD or autism, so your child can feel more focused, calm, and relaxed around others Supporting Kids of All Sizes – Special Supplies sensory compression vests come in five versatile sizes to fit your growing child including X-Small, Small, Medium, and Large; All in a gender-neutral Navy for boys or girls",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
48,f4686983bc84,sensoryfair.com,,THOMAS & FRIENDS 2 Pack Adaptive T-Shirts Sensory Friendly Toddler Sizes (2T – 5T),https://sensoryfair.com/product/thomas-friends-2-pack-adaptive-t-shirts-sensory-friendly-toddler-sizes-2t-5t/,,"Journey to the island of Sodor and get ready for an adventure with your kid’s favorite blue steam engine in these cute and comfy Thomas and Friends sensory friendly tshirts! This adorable pack of 2 adaptive short sleeve shirts is designed to be comfortable for kids with sensory processing disorder and sensitive skin with flat seams, a wider neck opening and hem, and a tag free design. Made of soft 100% cotton for all-day comfort, these stylish Thomas and Friends sensory friendly tees feature vibrant artwork of Thomas the Tank Engine and his friend Percy that your train enthusiast will be excited to wear! (c) 2024 HIT Entertainment Limited. HIT and the HIT logo are trademarks of HIT Entertainment Limited.",,"product_name: THOMAS & FRIENDS 2 Pack Adaptive T-Shirts Sensory Friendly Toddler Sizes (2T – 5T)
full_description: Journey to the island of Sodor and get ready for an adventure with your kid’s favorite blue steam engine in these cute and comfy Thomas and Friends sensory friendly tshirts! This adorable pack of 2 adaptive short sleeve shirts is designed to be comfortable for kids with sensory processing disorder and sensitive skin with flat seams, a wider neck opening and hem, and a tag free design. Made of soft 100% cotton for all-day comfort, these stylish Thomas and Friends sensory friendly tees feature vibrant artwork of Thomas the Tank Engine and his friend Percy that your train enthusiast will be excited to wear! (c) 2024 HIT Entertainment Limited. HIT and the HIT logo are trademarks of HIT Entertainment Limited.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
49,54cd5b28eafd,sensoryfair.com,,Women’s Easy Touch Adaptive Side Closure Pants,https://sensoryfair.com/product/womens-easy-touch-adaptive-side-closure-pants/,,Easy Access Dressing – Terrific for Lowered Hand Dexterity Front Fold-Down Panel – Allows for Easy Slip-On Comfort Easy Closure – Secured with Adjustable Easy Touch Closures Elastic Waist – Stretchy for Enhanced Comfort Convenient Side Pockets – Handy Flap Pocket on Each Side These Adaptive Clothing Side Opening Fleece Pants for women with Easy Access have adaptive easy-on convenience! These sweatpants are great for those with arthritis or lowered hand dexterity. The Side fastening adjustable strips and front fold down panel give complete convenience. Silverts Easy Touch Closures helps daily tasks such as dressing and undressing whether is it assisted dressing or independent dressing . The back elasticized waistband and side flap pockets are additionally handy. This adaptive clothing track or sweat pant is terrific for elderly/seniors who suffer from arthritis or are disabled or wheelchair dependent. Made of comfortable quality fleece. Polyester-cotton-spandex fleece also known as sweat pant material.,,"product_name: Women’s Easy Touch Adaptive Side Closure Pants
full_description: Easy Access Dressing – Terrific for Lowered Hand Dexterity Front Fold-Down Panel – Allows for Easy Slip-On Comfort Easy Closure – Secured with Adjustable Easy Touch Closures Elastic Waist – Stretchy for Enhanced Comfort Convenient Side Pockets – Handy Flap Pocket on Each Side These Adaptive Clothing Side Opening Fleece Pants for women with Easy Access have adaptive easy-on convenience! These sweatpants are great for those with arthritis or lowered hand dexterity. The Side fastening adjustable strips and front fold down panel give complete convenience. Silverts Easy Touch Closures helps daily tasks such as dressing and undressing whether is it assisted dressing or independent dressing . The back elasticized waistband and side flap pockets are additionally handy. This adaptive clothing track or sweat pant is terrific for elderly/seniors who suffer from arthritis or are disabled or wheelchair dependent. Made of comfortable quality fleece. Polyester-cotton-spandex fleece also known as sweat pant material.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
50,5215c729e0ca,sensoryfair.com,,Women’s Open Back Adaptive Active Crew Neck Top for Seniors – 3/4 Long Sleeve Shirt,https://sensoryfair.com/product/womens-open-back-adaptive-active-crew-neck-top-for-seniors-3-4-long-sleeve-shirt/,,,,product_name: Women’s Open Back Adaptive Active Crew Neck Top for Seniors – 3/4 Long Sleeve Shirt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
51,75b5e0804754,sensoryfair.com,,Women’s Open-Back Adaptive Long Sleeve Embellished Top,https://sensoryfair.com/product/womens-open-back-adaptive-long-sleeve-embellished-top/,,,,product_name: Women’s Open-Back Adaptive Long Sleeve Embellished Top,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,
52,0c48f287ac32,sensoryfair.com,,Women’s Self Dressing Open-Back Adaptive Soft Knit Pant,https://sensoryfair.com/product/womens-self-dressing-open-back-adaptive-soft-knit-pant/,,,,product_name: Women’s Self Dressing Open-Back Adaptive Soft Knit Pant,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,unlabeled,